Date,Bankura_temp,Birbhum_temp,Burdwan_temp,Darjeeling_temp,Hooghly_temp,Howrah_temp,Jalpaiguri_temp,Kochbihar_temp,Kolkata_temp,Malda_temp,Medinipur_temp,Murshidabad_temp,Nadia_temp,North-24-Parganas_temp,North-Dinajpur_temp,Purulia_temp,South-24-Parganas_temp,South-Dinajpur_temp
1998-07-01,28.910400807039256,29.286633056515043,29.376815682106272,27.291951172657374,29.49536289906042,29.38369718623124,28.560032509519875,29.167334844824452,29.58009039348469,28.834672537447783,28.65997455743947,29.46949389600399,29.644355423971458,28.32416826960697,28.845169998183007,28.23781635214126,23.919386609591744,29.552053779553866
1998-08-01,28.225493557216364,28.615965336139176,28.72200562939633,27.28781940223221,28.887921486667384,28.84630517308161,28.6951467084933,29.300873812955924,28.97527850427119,28.36059806743195,28.099327067870718,28.974744776815037,29.11381547911974,27.893065308951638,28.621152373348103,27.441667179317857,23.60016510205589,29.14510501628621
1998-09-01,28.337685690479734,28.655404336840714,28.817334398387697,26.74616795917353,28.98753751714498,28.910074821176313,28.122194834106075,28.721388768542166,29.05501925333127,28.29040826339434,28.157142636323133,28.993649953546775,29.237999217256625,28.049126220471273,28.366582888276707,27.603921760407754,23.698767290557345,29.11058745495004
1998-10-01,26.570653112344477,27.17411385979654,27.329728467181507,25.201722902649802,27.581359666148852,27.58430455869228,26.581678567015224,27.062522929759698,27.750084302378045,26.826127487798068,26.695736805380395,27.63013169609125,27.977465216871472,26.938112198359512,26.723795140853234,25.720439520382353,22.80405309070573,27.503842145969077
1998-11-01,22.806012031872722,23.310478151876858,23.611945099461575,21.265775186383884,24.181433380659143,24.305107361373278,22.78818358960605,23.230371218780913,24.425136606652853,22.977102329902728,23.436735706288214,24.050649882327686,24.462931529189547,23.860792295373678,22.691528290399233,21.85862981698224,20.271524160707557,24.03947718258461
1998-12-01,19.218950248471916,19.39329231986838,19.780684966562735,17.477254196740756,20.525103979441415,20.777519847058652,19.16572401107284,19.329222505947243,20.856861238058304,18.748355226568375,20.122340660239345,19.879752838154932,20.515766787880505,20.371016868193202,18.433001447173684,18.515749048292587,17.439908967644303,19.902510479124608
1999-01-01,19.258033068149494,19.038810845093934,19.543836129958457,15.417842052339301,20.155045209232814,20.308018259939416,17.322820492542224,17.88412367184759,20.34028282135359,17.594002075944914,19.860409304591023,19.218366421954343,19.875330915269352,19.679579210229118,16.97383391449994,18.514948196367918,16.821338618541663,18.481638544840457
1999-02-01,21.698376679609954,21.894182880425358,22.313042748247117,17.445827358866648,22.9134883071362,22.996781564397942,19.25893400664861,19.989527201712185,23.11769551759459,20.298897812897952,22.343495527203917,21.969390281623777,22.6946120185275,22.3062388886462,19.403917387450658,20.669392810287075,18.952768069942806,20.955437478881027
1999-03-01,27.12829308431317,27.206008349397354,27.63320594707035,22.297458967022063,28.071058468384454,27.912273311295117,24.06493065900841,24.749615401263775,28.100618386503676,25.70498440370141,27.27244843893864,27.206722612571255,27.763017262199554,26.770002273546528,24.781274152372664,26.183892117791974,22.581614971427154,26.255333269825556
1999-04-01,30.85705266661554,31.08083602094638,31.17461935096764,25.524223380703468,31.014673615109302,30.558899694293466,26.93832891725284,27.51333157774945,30.77705895575714,29.484848150254095,30.13497156151984,30.90325357614847,31.014221247798282,29.024401600256198,28.384519842137372,30.286784959301293,24.33487452469169,29.81083869670616
1999-05-01,32.69456500068256,32.53891618373592,32.59212403853698,27.353776658198033,32.134193130745864,31.756758998084262,28.5176573241114,28.96715825955664,31.89113509163527,30.74924041761589,31.573327011004544,32.083521606396836,32.06092685479791,30.102611367064497,29.89213237706997,32.60303466876534,25.397680149041502,30.888709274355698
1999-06-01,30.938658412288447,31.07991202443169,30.989986129865525,27.565884234713064,30.62788948483251,30.41419514583774,28.72512687232095,29.248049423960456,30.554119873613793,30.052758492054796,30.042450431134146,30.872239112943195,30.76190021604517,29.135931415814927,29.62880323642465,30.774024271451754,24.617435173854677,30.372559017567408
1999-07-01,28.542086916740203,29.066522006395125,29.11636590112977,27.413479525230915,29.272086076423033,29.17081717148572,28.784145340825546,29.4907506893387,29.38970949781653,28.804674481975923,28.3600562231843,29.34759213302495,29.4701900256381,28.163042246656637,28.88725911310961,27.782044528505462,23.783002414443335,29.603503688939387
1999-08-01,28.25924650462148,28.72567934755444,28.775863421860954,27.4105417556218,28.90528650278942,28.848878943258338,28.874892337080826,29.503871131201517,28.99543262397011,28.554106265208972,28.070629518684683,29.09960343354515,29.181707770247797,27.923657139887442,28.8003850008584,27.49349777839795,23.603958215454682,29.31823047310647
1999-09-01,28.280803437106446,28.71118856518673,28.814710253207895,26.840228102069943,28.943613562459,28.85752709749467,28.18586188923216,28.793211760159508,29.017429518080526,28.396936259420638,28.083363466296742,29.07726416489731,29.271074540931696,28.02489636575681,28.443704094281813,27.53205507022944,23.65781385997958,29.17968921191644
1999-10-01,26.544342068248223,27.214354567203074,27.32454699304143,25.286963318878378,27.558773780468133,27.557229927045878,26.64237686931306,27.17733306123739,27.736794775736964,26.865173014753687,26.638013771657807,27.666605311444,27.98970833227524,26.93998077098549,26.76040691591517,25.683293938523597,22.782553236609303,27.51687362317946
1999-11-01,22.704980327222867,23.187319599478705,23.505433858250612,21.23015875028834,24.11483923594018,24.24528055301456,22.774938461788988,23.313812992180065,24.3769494105636,22.873453678928755,23.362974416255454,23.9414459600701,24.391789093722608,23.80736423753499,22.620336320557097,21.745763614575427,20.21784849787847,23.9721228433499
1999-12-01,19.18283341419272,19.391023676934807,19.741420574581287,17.682317200615955,20.4270326062464,20.652736601438967,19.37760482748028,19.54980672075939,20.744847182800363,18.83501327563734,19.971841457409624,19.894119267367987,20.471144947497848,20.256387170504357,18.568569835751088,18.52970572098449,17.318773087799556,19.99173710686147
2000-01-01,19.364912437028714,19.20061279168687,19.675660566225286,15.581434369791692,20.279370018891097,20.43527527696108,17.51361720856899,18.112366579613653,20.46733779819956,17.768404870584305,19.98251623837383,19.395486888008644,20.042401532568455,19.828892885700387,17.13008515025537,18.59475123406442,16.93131961025052,18.65089124401194
2000-02-01,22.003103594970824,22.176138080657083,22.578518161687267,17.623046908395875,23.18428943149183,23.28295261217371,19.42744226482301,20.130947487137647,23.391791286307107,20.32380911893104,22.691517772973775,22.09891466256097,22.83778857629227,22.49991537841078,19.427446244960965,20.983589966302784,19.1675986490646,20.909868520907406
2000-03-01,26.77353855382127,26.916300983290498,27.29576725102905,22.07718763496524,27.684374840761393,27.515209950521353,23.82356472481434,24.515706091549397,27.700292292004153,25.407384040982393,26.86884425441804,26.912460218623472,27.436075813534842,26.385573172743133,24.485515832842346,25.824921290600184,22.251956567331632,25.944188741645192
2000-04-01,30.69187395520092,30.97787454304866,31.033023833763178,25.346583534594338,30.854020298354026,30.401150701319878,26.726957965052474,27.324064209361204,30.641082224033298,29.143059448381685,29.94683682501849,30.679512669000726,30.78302630572273,28.821674977735626,28.0637896145609,30.091096632877402,24.179605479586684,29.40649306495684
2000-05-01,32.43858757855359,32.215432011060926,32.287735522217424,26.587593018218243,31.842306613910505,31.467974877251276,27.71566523495294,28.490926104497273,31.59593520162489,30.22224580029576,31.29297459643312,31.627403937129507,31.651597509902054,29.76650248325132,29.38947578611492,32.39089977699575,25.14264829617887,30.29004076866007
2000-06-01,30.937085481370868,31.024260972977608,30.958305922841724,27.37069333994583,30.618400790190236,30.411768968369124,28.55753793646604,29.190357824411752,30.548392795699023,30.008427800034262,30.046900836069096,30.814552246375136,30.696753536499884,29.07920407048741,29.56953351246791,30.81295083244312,24.59935660997045,30.355822406020824
